keyword,headline,published_at,date,sentiment
Scotiabank,WNBA adding expansion team in Toronto: League's first franchise outside United States will begin play in 2026,2024-05-23 15:21:28+00:00,2024-05-23,0.125
Scotiabank,Southern Copper (NYSE:SCCO) PT Lowered to $54.00 at Scotiabank,2024-05-24 06:30:42+00:00,2024-05-24,0.0
Scotiabank,Clara Gutsche wins the 14th annual Scotiabank Photography Award,2024-05-30 23:32:03+00:00,2024-05-30,0.3
Scotiabank,Research Analysts Set Expectations for Sociedad Química y Minera de Chile S.A.’s FY2025 Earnings (NYSE:SQM),2024-05-30 05:30:46+00:00,2024-05-30,0.0
Scotiabank,IAMGOLD (NYSE:IAG) Stock Price Up 3.9% After Analyst Upgrade,2024-06-07 05:36:44+00:00,2024-06-07,0.0
Scotiabank,Equities Analysts Set Expectations for Sociedad Química y Minera de Chile S.A.’s Q2 2024 Earnings (NYSE:SQM),2024-05-30 09:42:41+00:00,2024-05-30,0.0
Scotiabank,UiPath (NYSE:PATH) Trading Down 1.3% on Analyst Downgrade,2024-05-30 06:16:44+00:00,2024-05-30,-0.15555555555555559
Scotiabank,"‘All Eyes on TD,’ US Probes as Canadian Bank Earnings Begin",2024-05-22 12:31:59+00:00,2024-05-22,0.0
Scotiabank,Nexa Resources (NYSE:NEXA) Given New $7.00 Price Target at Scotiabank,2024-05-31 08:50:41+00:00,2024-05-31,0.13636363636363635
Scotiabank,"CAE Inc. to Post FY2024 Earnings of $0.64 Per Share, Scotiabank Forecasts (NYSE:CAE)",2024-05-28 05:34:45+00:00,2024-05-28,0.0
Scotiabank,MongoDB (NASDAQ:MDB) Given New $250.00 Price Target at Scotiabank,2024-06-04 08:06:41+00:00,2024-06-04,0.13636363636363635
Scotiabank,Q1 2025 EPS Estimates for CAE Inc. (NYSE:CAE) Decreased by Analyst,2024-05-25 07:26:43+00:00,2024-05-25,-0.4
Scotiabank,Scotiabank Raises Compañía de Minas Buenaventura S.A.A. (NYSE:BVN) Price Target to $16.00,2024-05-26 08:30:41+00:00,2024-05-26,0.0
Scotiabank,"Scotiabank not overly concerned by Mexico election as bank maps out growth plans, CEO says",2024-06-06 20:36:10+00:00,2024-06-06,0.0
Scotiabank,Suzano S A : Presentation | Scotiabank ESG Conference and Sustainability Summit,2024-06-11 20:14:08+00:00,2024-06-11,0.0
Scotiabank,Investors Caught Off Guard as Sweep in Mexico Vote Tanks Peso,2024-06-03 12:26:08+00:00,2024-06-03,0.0
Scotiabank,VOSKER Secures USD $125 Million in Debt Financing to Propel Global Expansion,2024-06-05 13:36:00+00:00,2024-06-05,0.0
Scotiabank,Scotiabank earnings beat expectations as provisions for bad loans top $1 billion,2024-05-28 11:09:54+00:00,2024-05-28,-0.09999999999999992
Scotiabank,Cyndi Lauper Wants To Have Fun On Tour Once More Before Retiring,2024-06-03 13:02:05+00:00,2024-06-03,0.3333333333333333
Scotiabank,"KNOCKED LOOSE To Play A Record Release Show Tonight With TORTURE, GATES TO HELL & More",2024-06-13 13:35:02+00:00,2024-06-13,0.21153846153846154
Scotiabank,"Bank of Canada rate cuts will take months to help consumers, Scotiabank says",2024-05-28 17:26:29+00:00,2024-05-28,0.0
Scotiabank,Scotiabank’s international operations show signs of improvement as earnings top expectations,2024-05-28 15:59:54+00:00,2024-05-28,0.25
Scotiabank,Scotiabank says market ‘too negative’ on National Bank-CWB deal,2024-06-17 21:03:29+00:00,2024-06-17,-0.3
Scotiabank,Quanterix to Participate at the Scotiabank Healthcare 1x1 Day,2024-06-17 20:01:06+00:00,2024-06-17,0.0
Scotiabank,Scotiabank Increases Lundin Gold (TSE:LUG) Price Target to C$23.50,2024-05-25 05:38:47+00:00,2024-05-25,0.0
Scotiabank,Scotiabank Boosts Agnico Eagle Mines (NYSE:AEM) Price Target to $81.00,2024-05-25 06:54:44+00:00,2024-05-25,0.0
Scotiabank,SilverCrest Metals (TSE:SIL) Lowered to “Hold” at Scotiabank,2024-05-24 10:36:42+00:00,2024-05-24,0.0
Scotiabank,Scotiabank Increases Pan American Silver (NYSE:PAAS) Price Target to $23.00,2024-05-25 07:52:44+00:00,2024-05-25,0.0
Scotiabank,Scotiabank Lowers BRP (TSE:DOO) Price Target to C$103.00,2024-06-05 05:44:46+00:00,2024-06-05,0.0
Scotiabank,Scotiabank price target lowered by C$1 at National Bank,2024-05-29 15:16:40+00:00,2024-05-29,0.0
Scotiabank,"Crowdstrike price target lowered by $7 at Scotiabank, here's why",2024-06-05 13:47:01+00:00,2024-06-05,0.0
Scotiabank,"Okta price target lowered by $6 at Scotiabank, here's why",2024-05-30 13:45:12+00:00,2024-05-30,0.0
Scotiabank,"Fibra Prologis just upgraded at Scotiabank, here's why",2024-06-06 11:28:39+00:00,2024-06-06,0.0
Scotiabank,Transat A.T. (TSE:TRZ) PT Lowered to C$2.25 at Scotiabank,2024-06-08 09:42:41+00:00,2024-06-08,0.0
Scotiabank,Corus Entertainment (TSE:CJR.B) Stock Rating Lowered by Scotiabank,2024-06-12 05:54:46+00:00,2024-06-12,0.0
Scotiabank,Cargojet price target raised by C$15 at Scotiabank,2024-06-11 14:33:39+00:00,2024-06-11,0.0
Scotiabank,Corus Entertainment (OTCMKTS:CJREF) Cut to “Strong Sell” at Scotiabank,2024-06-11 11:34:45+00:00,2024-06-11,0.4333333333333333
Scotiabank,Canadian Natural Resources (NYSE:CNQ) Stock Rating Reaffirmed by Scotiabank,2024-06-13 06:14:47+00:00,2024-06-13,0.1
Scotiabank,Syndax Pharmaceuticals (NASDAQ:SNDX) Rating Lowered to Hold at Scotiabank,2024-06-15 09:58:46+00:00,2024-06-15,0.0
Scotiabank,DRI Healthcare Trust (TSE:DHT) Upgraded by Scotiabank to “Strong-Buy”,2024-06-15 10:46:56+00:00,2024-06-15,0.0
Scotiabank,Andlauer Healthcare Group (TSE:AND) Downgraded by Scotiabank to Hold,2024-06-15 10:46:56+00:00,2024-06-15,0.0
Scotiabank,Cineplex (TSE:CGX) Price Target Lowered to C$10.00 at Scotiabank,2024-06-18 06:56:47+00:00,2024-06-18,0.0
Scotiabank,Corus Entertainment (TSE:CJR) Rating Lowered to Strong Sell at Scotiabank,2024-06-12 12:34:47+00:00,2024-06-12,0.4333333333333333
Scotiabank,Snowline Gold (CVE:SGD) PT Set at C$9.00 by Scotiabank,2024-06-18 06:48:45+00:00,2024-06-18,0.0
BNS,Photos show the final cruise of the USS Leyte Gulf as the US Navy phases out its cruiser fleet,2024-05-30 21:31:01+00:00,2024-05-30,0.0
BNS,New technique uses enzymes to create versatile nanoparticles,2024-06-11 13:16:04+00:00,2024-06-11,0.13636363636363635
BNS,The Best Place to Retire in Canada on a Budget,2024-05-31 17:02:42+00:00,2024-05-31,1.0
BNS,[Removed],1970-01-01 00:00:00+00:00,1970-01-01,0.0
BNS,"Options Volatility and Implied Earnings Moves Today, May 28, 2024",2024-05-28 11:50:25+00:00,2024-05-28,0.0
BNS,"BNS Stock Earnings: Bank of Nova Scotia Beats EPS, Beats Revenue for Q2 2024",2024-05-28 15:10:12+00:00,2024-05-28,0.0
BNS,5 Things to Know Before the Stock Market Opens,2024-05-28 11:31:56+00:00,2024-05-28,0.0
BNS,Bank of Nova Scotia (TSE:BNS) Pre-Earnings: Here’s What to Expect,2024-05-24 21:12:08+00:00,2024-05-24,0.0
BNS,Bank of Nova Scotia Issues $2.25B in Notes,2024-06-04 14:06:22+00:00,2024-06-04,0.0
BNS,Bank of Nova Scotia (BNS) Scheduled to Post Earnings on Tuesday,2024-05-26 05:14:45+00:00,2024-05-26,0.0
BNS,Bank of Nova Scotia Floats €750M Senior Notes,2024-06-07 10:54:11+00:00,2024-06-07,0.0
BNS,Bank of Nova Scotia (BNS) Set to Announce Quarterly Earnings on Tuesday,2024-05-26 05:14:43+00:00,2024-05-26,0.0
BNS,The Bank of Nova Scotia (BNS) To Go Ex-Dividend on July 3rd,2024-05-30 11:58:42+00:00,2024-05-30,0.0
BNS,6 NATO members attempting to build an ANTI-DRONE WALL along border with Russia,2024-06-04 06:00:00+00:00,2024-06-04,0.0
BNS,NATO allies to erect drone wall along Russia border,2024-05-26 11:12:04+00:00,2024-05-26,0.0
BNS,NATO Allies to Erect Drone Wall Along Russia Border,2024-05-26 11:04:56+00:00,2024-05-26,0.0
BNS,'Drone wall' against Russia: Six NATO countries announce border defense plan,2024-05-27 13:18:06+00:00,2024-05-27,0.0
BNS,Bank of Nova Scotia (NYSE:BNS) Stock Rating Lowered by StockNews.com,2024-05-31 07:10:41+00:00,2024-05-31,0.0
BNS,CEOs of Canada’s biggest banks to testify before parliamentary committee on climate impacts of finance,2024-06-13 11:08:10+00:00,2024-06-13,0.0
BNS,"Scotiabank not overly concerned by Mexico election as bank maps out growth plans, CEO says",2024-06-06 20:36:10+00:00,2024-06-06,0.0
BNS,The Bank of Nova Scotia (NYSE:BNS) Shares Sold by Cardinal Capital Management Inc.,2024-06-16 12:58:48+00:00,2024-06-16,0.0
BNS,Allianz Asset Management GmbH Boosts Stock Holdings in The Bank of Nova Scotia (NYSE:BNS),2024-06-04 11:10:47+00:00,2024-06-04,0.0
BNS,Shaping nanoparticles with enzymes,2024-06-11 17:03:40+00:00,2024-06-11,0.0
BNS,Bangladesh military complains about faulty Chinese parts,2024-06-12 19:10:10+00:00,2024-06-12,-0.05
BNS,"US Bancorp DE Buys 1,660 Shares of The Bank of Nova Scotia (NYSE:BNS)",2024-05-30 12:38:49+00:00,2024-05-30,0.0
BNS,FY2024 EPS Estimates for The Bank of Nova Scotia (NYSE:BNS) Reduced by Analyst,2024-05-31 06:18:45+00:00,2024-05-31,0.0
BNS,Bank of Nova Scotia (TSE:BNS) Price Target Raised to C$71.00,2024-05-31 07:28:41+00:00,2024-05-31,0.0
BNS,Research Analysts Offer Predictions for The Bank of Nova Scotia’s FY2024 Earnings (TSE:BNS),2024-05-31 12:26:42+00:00,2024-05-31,0.0
BNS,Onex Canada Asset Management Inc. Cuts Stock Holdings in The Bank of Nova Scotia (NYSE:BNS),2024-06-15 09:56:45+00:00,2024-06-15,0.0
BNS,"4,800 Shares in The Bank of Nova Scotia (NYSE:BNS) Bought by Clear Street Markets LLC",2024-06-13 08:48:49+00:00,2024-06-13,0.10000000000000002
BNS,Prudential PLC Raises Stock Position in The Bank of Nova Scotia (NYSE:BNS),2024-06-10 11:46:42+00:00,2024-06-10,0.0
BNS,"NATO Members Bordering Russia To Build ""Drone Wall"" For Defence: Lithuania",2024-05-24 18:19:19+00:00,2024-05-24,0.0
BNS,National Bank Financial Research Analysts Cut Earnings Estimates for The Bank of Nova Scotia (NYSE:BNS),2024-06-01 05:44:44+00:00,2024-06-01,0.0
BNS,FY2025 EPS Estimates for The Bank of Nova Scotia Reduced by Cormark (NYSE:BNS),2024-06-01 07:36:47+00:00,2024-06-01,0.0
BNS,Corient Private Wealth LLC Has $4.94 Million Stake in The Bank of Nova Scotia (NYSE:BNS),2024-05-28 10:20:45+00:00,2024-05-28,0.0
BNS,"Shell Asset Management Co. Sells 15,600 Shares of The Bank of Nova Scotia (NYSE:BNS)",2024-06-10 14:20:42+00:00,2024-06-10,0.0
BNS,The Bank of Nova Scotia (NYSE:BNS) Shares Sold by Franklin Resources Inc.,2024-05-26 11:58:50+00:00,2024-05-26,0.0
BNS,Birefringence tests of gravity with multimessenger binaries,2024-06-03 10:00:00+00:00,2024-06-03,0.0
BNS,Q3 2024 EPS Estimates for The Bank of Nova Scotia (TSE:BNS) Cut by Analyst,2024-06-01 06:18:43+00:00,2024-06-01,0.0
BNS,FY2024 EPS Estimates for The Bank of Nova Scotia Decreased by Analyst (TSE:BNS),2024-05-30 11:02:44+00:00,2024-05-30,-0.4
BNS,The Bank of Nova Scotia (TSE:BNS) Forecasted to Earn Q2 2024 Earnings of $1.54 Per Share,2024-05-25 05:28:42+00:00,2024-05-25,0.0
BNS,CIBC Increases Bank of Nova Scotia (TSE:BNS) Price Target to C$68.00,2024-05-30 07:54:41+00:00,2024-05-30,0.0
BNS,Bank of Nova Scotia (TSE:BNS) Price Target Cut to C$66.00 by Analysts at National Bankshares,2024-05-30 07:54:42+00:00,2024-05-30,0.0
BNS,The Bank of Nova Scotia (TSE:BNS) Receives C$67.74 Consensus Price Target from Brokerages,2024-06-02 06:06:46+00:00,2024-06-02,0.0
BNS,Royal Bank of Canada Lowers Bank of Nova Scotia (TSE:BNS) Price Target to C$62.00,2024-05-31 07:28:41+00:00,2024-05-31,0.0
BNS,FY2025 EPS Estimates for The Bank of Nova Scotia (TSE:BNS) Lowered by Cormark,2024-06-02 06:46:42+00:00,2024-06-02,0.0
BNS,Three new criminal laws come into force on July 1. Here is what will change,2024-06-14 06:01:59+00:00,2024-06-14,-0.13181818181818183
BNS,"The Bank of Nova Scotia (NYSE:BNS) to Post Q2 2024 Earnings of $1.13 Per Share, Cormark Forecasts",2024-05-26 06:00:44+00:00,2024-05-26,0.0
BNS,Q3 2024 EPS Estimates for The Bank of Nova Scotia Decreased by Analyst (TSE:BNS),2024-05-31 05:26:47+00:00,2024-05-31,-0.4
BNS,Q3 2024 EPS Estimates for The Bank of Nova Scotia Lowered by Desjardins (NYSE:BNS),2024-05-31 05:40:46+00:00,2024-05-31,0.0
BNS,Q4 2024 Earnings Forecast for The Bank of Nova Scotia Issued By Desjardins (NYSE:BNS),2024-06-01 06:16:44+00:00,2024-06-01,0.0
BNS,"Campbell & CO Investment Adviser LLC Invests $639,000 in The Bank of Nova Scotia (NYSE:BNS)",2024-06-08 09:24:41+00:00,2024-06-08,0.0
BNS,Quadrature Capital Ltd Raises Position in The Bank of Nova Scotia (NYSE:BNS),2024-06-18 13:34:42+00:00,2024-06-18,0.0
BNS,'Drone wall' against Russia: Six NATO countries announce border defense plan,2024-05-27 13:04:15+00:00,2024-05-27,0.0
BNS,North American Morning Briefing: PCE Inflation Report Awaited as Kashkari Cautions on Rate Cuts,2024-05-28 10:24:33+00:00,2024-05-28,0.0
BNS,"Scotiabank Beats Estimates as Wealth Management, Global Profits Grow",2024-05-28 12:11:34+00:00,2024-05-28,0.0
BNS,What To Expect in the Markets This Week,2024-05-26 11:00:00+00:00,2024-05-26,0.0
BNS,FEDS Note: Mitigating Too Big to Fail,2024-06-14 20:48:00+00:00,2024-06-14,-0.25
BNS,Crash course for New Criminal Laws concludes at DTC,2024-06-01 01:33:28+00:00,2024-06-01,-0.13181818181818183
BNS,KRI Diponegoro headquarters warship during Picard exercise: Navy,2024-05-24 14:46:43+00:00,2024-05-24,0.0
Bank of Nova Scotia,Bank of Nova Scotia Stock (NYSE:BNS): Weighing the Risks and Opportunities,2024-06-11 01:53:04+00:00,2024-06-11,0.0
Bank of Nova Scotia,"10,000 Questions: How ‘Trivial Pursuit’ Saved Board Games",2024-05-23 18:03:00+00:00,2024-05-23,0.0
Bank of Nova Scotia,"‘All Eyes on TD,’ US Probes as Canadian Bank Earnings Begin",2024-05-22 12:31:59+00:00,2024-05-22,0.0
Bank of Nova Scotia,The Best Place to Retire in Canada on a Budget,2024-05-31 17:02:42+00:00,2024-05-31,1.0
Bank of Nova Scotia,Exploring Three TSX Dividend Stocks Including National Bank of Canada,2024-05-23 12:05:20+00:00,2024-05-23,0.0
Bank of Nova Scotia,Exploring TSX Dividend Stocks In June 2024,2024-06-11 12:10:37+00:00,2024-06-11,0.0
Bank of Nova Scotia,Canadian Natural Resources And Two More TSX Dividend Stocks,2024-06-19 12:06:18+00:00,2024-06-19,0.3
Bank of Nova Scotia,Canadian banks' quarterly profits seen pressured by higher bad-debt provisions,2024-05-21 10:03:59+00:00,2024-05-21,0.25
Bank of Nova Scotia,Bets on Canada Rate Cut Hold Out Hope for Lagging Banks,2024-05-27 16:14:39+00:00,2024-05-27,0.0
Bank of Nova Scotia,3 Leading TSX Dividend Stocks With Minimum Yields Of 3.5%,2024-06-12 12:05:21+00:00,2024-06-12,0.0
Bank of Nova Scotia,Discover 3 Top TSX Dividend Stocks With Yields Up To 7.5%,2024-06-03 12:09:23+00:00,2024-06-03,0.5
Bank of Nova Scotia,Bank of Nova Scotia : CONSOLIDATED CAPITALIZATION OF THE BANK - Form 6-K,2024-05-28 11:45:08+00:00,2024-05-28,0.0
Bank of Nova Scotia,Bank of Nova Scotia : CERTIFICATION OF INTERIM FILINGS FULL CERTIFICATE - Form 6-K,2024-05-28 11:33:08+00:00,2024-05-28,0.35
Bank of Nova Scotia,Bank of Nova Scotia Issues $2.25B in Notes,2024-06-04 14:06:22+00:00,2024-06-04,0.0
Bank of Nova Scotia,Exploring Three TSX Dividend Stocks For Your Portfolio,2024-05-28 12:05:16+00:00,2024-05-28,0.0
Bank of Nova Scotia,Bank of Nova Scotia : Issuer Document,2024-06-17 13:08:16+00:00,2024-06-17,0.0
Bank of Nova Scotia,Bank of Nova Scotia Floats €750M Senior Notes,2024-06-07 10:54:11+00:00,2024-06-07,0.0
Bank of Nova Scotia,Bank of Nova Scotia (BNS) Scheduled to Post Earnings on Tuesday,2024-05-26 05:14:45+00:00,2024-05-26,0.0
Bank of Nova Scotia,"Toronto Stocks Retreat, Bank of Nova Scotia Slides on 1Q Profit Decline",2024-05-28 16:38:17+00:00,2024-05-28,0.0
Bank of Nova Scotia,3 High Yield Dividend Stocks On TSX With Yields Up To 8.6%,2024-05-30 12:06:43+00:00,2024-05-30,0.16
Bank of Nova Scotia,IGM Financial And Two Other TSX Dividend Stocks To Consider,2024-06-05 12:10:01+00:00,2024-06-05,-0.0625
Bank of Nova Scotia,Exploring Power Corporation Of Canada And Two Other TSX Dividend Stocks,2024-05-24 12:05:15+00:00,2024-05-24,-0.125
Bank of Nova Scotia,The Bank of Nova Scotia (TSE:BNS) Forecasted to Earn Q2 2024 Earnings of $1.54 Per Share,2024-05-25 05:28:42+00:00,2024-05-25,0.0
Bank of Nova Scotia,Royal Bank of Canada Lowers Bank of Nova Scotia (TSE:BNS) Price Target to C$62.00,2024-05-31 07:28:41+00:00,2024-05-31,0.0
Bank of Nova Scotia,National Bank Financial Research Analysts Cut Earnings Estimates for The Bank of Nova Scotia (NYSE:BNS),2024-06-01 05:44:44+00:00,2024-06-01,0.0
Bank of Nova Scotia,Q3 2024 EPS Estimates for The Bank of Nova Scotia (TSE:BNS) Cut by Analyst,2024-06-01 06:18:43+00:00,2024-06-01,0.0
Bank of Nova Scotia,FY2024 EPS Estimates for The Bank of Nova Scotia Decreased by Analyst (TSE:BNS),2024-05-30 11:02:44+00:00,2024-05-30,-0.4
Bank of Nova Scotia,FY2024 EPS Estimates for The Bank of Nova Scotia (NYSE:BNS) Reduced by Analyst,2024-05-31 06:18:45+00:00,2024-05-31,0.0
Bank of Nova Scotia,"The Bank of Nova Scotia (NYSE:BNS) to Post Q2 2024 Earnings of $1.13 Per Share, Cormark Forecasts",2024-05-26 06:00:44+00:00,2024-05-26,0.0
Bank of Nova Scotia,Bank of Nova Scotia Boosts Holdings in Welltower Inc. (NYSE:WELL),2024-06-05 11:04:44+00:00,2024-06-05,0.0
Bank of Nova Scotia,Bank of Nova Scotia Lowers Stock Position in Sempra (NYSE:SRE),2024-06-05 11:04:46+00:00,2024-06-05,0.0
Bank of Nova Scotia,"Watsco, Inc. (NYSE:WSO) Shares Acquired by Bank of Nova Scotia",2024-06-08 09:16:48+00:00,2024-06-08,0.0
Bank of Nova Scotia,"ONEOK, Inc. (NYSE:OKE) Shares Sold by Bank of Nova Scotia",2024-06-04 11:26:47+00:00,2024-06-04,0.0
Bank of Nova Scotia,"NVR, Inc. (NYSE:NVR) Shares Purchased by Bank of Nova Scotia",2024-06-04 11:26:43+00:00,2024-06-04,0.0
Bank of Nova Scotia,Centene Co. (NYSE:CNC) Shares Sold by Bank of Nova Scotia,2024-06-03 12:04:49+00:00,2024-06-03,0.0
Bank of Nova Scotia,Bank of Nova Scotia Raises Position in FMC Co. (NYSE:FMC),2024-06-07 11:18:45+00:00,2024-06-07,0.0
Bank of Nova Scotia,Bank of Nova Scotia Increases Stake in Xylem Inc. (NYSE:XYL),2024-06-06 10:48:42+00:00,2024-06-06,0.0
Bank of Nova Scotia,Bank of Nova Scotia Trims Stake in Chemed Co. (NYSE:CHE),2024-06-09 09:22:47+00:00,2024-06-09,0.0
Bank of Nova Scotia,Atlassian Co. (NASDAQ:TEAM) Shares Purchased by Bank of Nova Scotia,2024-06-07 10:20:42+00:00,2024-06-07,0.0
Bank of Nova Scotia,"Premier, Inc. (NASDAQ:PINC) Shares Acquired by Bank of Nova Scotia",2024-06-05 11:02:50+00:00,2024-06-05,0.0
Bank of Nova Scotia,Bank of Nova Scotia Trims Stake in Genuine Parts (NYSE:GPC),2024-06-06 10:16:44+00:00,2024-06-06,0.4
Bank of Nova Scotia,Bank of Nova Scotia Grows Position in Waters Co. (NYSE:WAT),2024-06-06 10:20:43+00:00,2024-06-06,0.0
Bank of Nova Scotia,PTC Inc. (NASDAQ:PTC) Shares Bought by Bank of Nova Scotia,2024-06-06 10:16:44+00:00,2024-06-06,0.0
Bank of Nova Scotia,Bank of Nova Scotia Increases Stock Position in Fastenal (NASDAQ:FAST),2024-06-03 12:40:49+00:00,2024-06-03,0.0
Bank of Nova Scotia,Corning Incorporated (NYSE:GLW) Shares Purchased by Bank of Nova Scotia,2024-06-03 12:04:50+00:00,2024-06-03,0.0
Bank of Nova Scotia,"Assurant, Inc. (NYSE:AIZ) Shares Purchased by Bank of Nova Scotia",2024-06-03 12:04:48+00:00,2024-06-03,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Boosts Holdings in Moderna, Inc. (NASDAQ:MRNA)",2024-06-05 11:02:56+00:00,2024-06-05,0.0
Bank of Nova Scotia,"Morningstar, Inc. (NASDAQ:MORN) Shares Sold by Bank of Nova Scotia",2024-06-04 11:28:43+00:00,2024-06-04,0.0
Bank of Nova Scotia,PPL Co. (NYSE:PPL) Shares Sold by Bank of Nova Scotia,2024-06-04 11:24:58+00:00,2024-06-04,0.0
Bank of Nova Scotia,Weyerhaeuser (NYSE:WY) Shares Acquired by Bank of Nova Scotia,2024-06-06 10:16:44+00:00,2024-06-06,0.0
Bank of Nova Scotia,Equity Residential (NYSE:EQR) Shares Acquired by Bank of Nova Scotia,2024-06-06 10:48:41+00:00,2024-06-06,0.0
Bank of Nova Scotia,Bank of Nova Scotia Raises Holdings in STERIS plc (NYSE:STE),2024-06-06 10:48:41+00:00,2024-06-06,0.0
Bank of Nova Scotia,"Dynatrace, Inc. (NYSE:DT) Shares Purchased by Bank of Nova Scotia",2024-06-09 10:48:44+00:00,2024-06-09,0.0
Bank of Nova Scotia,Bank of Nova Scotia Grows Position in Celanese Co. (NYSE:CE),2024-06-07 10:20:42+00:00,2024-06-07,0.0
Bank of Nova Scotia,Bank of Nova Scotia Boosts Position in Nordson Co. (NASDAQ:NDSN),2024-06-07 11:18:42+00:00,2024-06-07,0.0
Bank of Nova Scotia,Bank of Nova Scotia Cuts Holdings in DaVita Inc. (NYSE:DVA),2024-06-08 09:18:41+00:00,2024-06-08,0.0
Bank of Nova Scotia,Bank of Nova Scotia (NYSE:BNS) Stock Rating Lowered by StockNews.com,2024-05-31 07:10:41+00:00,2024-05-31,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Purchases Shares of 178,622 Zillow Group, Inc. (NASDAQ:Z)",2024-06-04 11:24:58+00:00,2024-06-04,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Buys 117,889 Shares of Edison International (NYSE:EIX)",2024-06-03 12:16:54+00:00,2024-06-03,0.0
Bank of Nova Scotia,FY2025 EPS Estimates for The Bank of Nova Scotia Reduced by Cormark (NYSE:BNS),2024-06-01 07:36:47+00:00,2024-06-01,0.0
Bank of Nova Scotia,Q3 2024 EPS Estimates for The Bank of Nova Scotia Decreased by Analyst (TSE:BNS),2024-05-31 05:26:47+00:00,2024-05-31,-0.4
Bank of Nova Scotia,Q3 2024 EPS Estimates for The Bank of Nova Scotia Lowered by Desjardins (NYSE:BNS),2024-05-31 05:40:46+00:00,2024-05-31,0.0
Bank of Nova Scotia,FY2025 EPS Estimates for The Bank of Nova Scotia (TSE:BNS) Lowered by Cormark,2024-06-02 06:46:42+00:00,2024-06-02,0.0
Bank of Nova Scotia,Q4 2024 Earnings Forecast for The Bank of Nova Scotia Issued By Desjardins (NYSE:BNS),2024-06-01 06:16:44+00:00,2024-06-01,0.0
Bank of Nova Scotia,Research Analysts Offer Predictions for The Bank of Nova Scotia’s FY2024 Earnings (TSE:BNS),2024-05-31 12:26:42+00:00,2024-05-31,0.0
Bank of Nova Scotia,Bank of Nova Scotia (TSE:BNS) Pre-Earnings: Here’s What to Expect,2024-05-24 21:12:08+00:00,2024-05-24,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Invests $3.91 Million in Tripadvisor, Inc. (NASDAQ:TRIP)",2024-06-05 11:02:51+00:00,2024-06-05,0.0
Bank of Nova Scotia,Bank of Nova Scotia Has $12.47 Million Stock Holdings in Invesco Ltd. (NYSE:IVZ),2024-06-03 12:40:49+00:00,2024-06-03,0.0
Bank of Nova Scotia,Bank of Nova Scotia Reduces Holdings in Jacobs Solutions Inc. (NYSE:J),2024-06-04 12:35:05+00:00,2024-06-04,0.0
Bank of Nova Scotia,"256,900 Shares in Antero Midstream Co. (NYSE:AM) Purchased by Bank of Nova Scotia",2024-06-06 10:14:48+00:00,2024-06-06,0.0
Bank of Nova Scotia,"Altice USA, Inc. (NYSE:ATUS) Shares Sold by Bank of Nova Scotia",2024-06-08 09:14:41+00:00,2024-06-08,0.0
Bank of Nova Scotia,"BNS Stock Earnings: Bank of Nova Scotia Beats EPS, Beats Revenue for Q2 2024",2024-05-28 15:10:12+00:00,2024-05-28,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Has $13.23 Million Stake in PulteGroup, Inc. (NYSE:PHM)",2024-06-03 14:18:42+00:00,2024-06-03,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Has $10.37 Million Stake in Catalent, Inc. (NYSE:CTLT)",2024-06-04 11:24:57+00:00,2024-06-04,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Takes $1.20 Million Position in Hawaiian Electric Industries, Inc. (NYSE:HE)",2024-06-08 09:14:42+00:00,2024-06-08,0.0
Bank of Nova Scotia,"338,000 Shares in Liberty Live Group (NASDAQ:LLYVK) Purchased by Bank of Nova Scotia",2024-06-03 12:04:50+00:00,2024-06-03,0.13636363636363635
Bank of Nova Scotia,"189,775 Shares in Veralto Co. (NYSE:VLTO) Bought by Bank of Nova Scotia",2024-06-03 12:50:44+00:00,2024-06-03,0.0
Bank of Nova Scotia,Prudential PLC Raises Stock Position in The Bank of Nova Scotia (NYSE:BNS),2024-06-10 11:46:42+00:00,2024-06-10,0.0
Bank of Nova Scotia,Bank of Nova Scotia Has $15.06 Million Position in Loews Co. (NYSE:L),2024-06-03 12:16:54+00:00,2024-06-03,0.0
Bank of Nova Scotia,"Bank of Nova Scotia Boosts Stake in Axon Enterprise, Inc. (NASDAQ:AXON)",2024-06-04 11:26:41+00:00,2024-06-04,0.0
Bank of Nova Scotia,Three TSX Dividend Stocks Offering Yields From 3.9% To 5.5%,2024-05-27 12:05:18+00:00,2024-05-27,0.0
Bank of Nova Scotia,3 TSX Dividend Stocks With Yields Up To 4.2%,2024-06-04 12:07:49+00:00,2024-06-04,0.0
Bank of Nova Scotia,Exploring Three TSX Dividend Stocks For Your Portfolio,2024-06-07 12:07:51+00:00,2024-06-07,0.0
Bank of Nova Scotia,The Bank of Nova Scotia (BNS) To Go Ex-Dividend on July 3rd,2024-05-30 11:58:42+00:00,2024-05-30,0.0
Bank of Nova Scotia,"US Bancorp DE Buys 1,660 Shares of The Bank of Nova Scotia (NYSE:BNS)",2024-05-30 12:38:49+00:00,2024-05-30,0.0
